,A14,B07,A02,A27,A07,A04,B05,B17,B10,A08,A15,B22,B02,B06
408,25576,29306,28876,27429,25696,25576,28578,20821,27024,25577,24591,23275,16786,16500
409,25431,29306,29019,27429,25407,25576,28435,21974,27024,25577,24590,23275,16786,16500
410,25575,29306,29019,27429,25262,25575,28291,23125,27023,25577,24590,23275,16786,16500
411,25575,29306,29019,28292,28456,25575,28292,24423,27022,25577,24447,23275,16786,16500
412,25575,29306,29019,27311,28456,25575,28292,25720,27022,25577,24447,23275,16786,16500
413,25575,29454,29019,27310,28456,26723,28292,27160,27022,25577,24303,23275,16786,16500
414,25575,29602,29019,27167,28456,28015,28292,28746,27021,25577,24303,23274,16786,16500
415,25575,29602,29019,27167,28456,29450,28293,30620,27021,25577,24303,23274,16786,16500
416,25575,29602,29019,28149,28456,29450,28293,28724,27021,25577,24303,23274,16786,16500
417,25575,29602,29019,28149,28456,29450,28293,28724,27020,25577,24302,23274,16785,16500
418,25575,29602,29019,27169,28456,29450,28294,28724,27020,25577,24302,23274,16785,16500
419,25575,29602,29019,27169,28456,29450,28294,28724,27020,25575,24159,23274,16785,16356
420,25575,29602,29019,27314,28456,29450,28295,27886,27020,25575,24159,23274,16641,16356
421,25575,29449,29019,27314,28456,29449,28295,27744,27020,25433,24015,23274,16641,16356
422,25719,29449,29019,27458,28313,29449,28440,27744,27019,25292,24015,23274,16641,16356
423,25719,29450,29020,27459,28313,29450,28440,28581,27019,25292,24015,23274,16641,16356
424,25719,29450,29020,27459,28313,29450,28440,27600,27019,25292,24015,23274,16641,16356
425,25719,29450,29020,28582,28313,25292,28441,27744,27018,25292,24015,23274,16641,16356
426,25719,29450,28877,27602,28313,29450,28441,28582,27018,25292,23871,23274,16641,16356
427,27862,29449,28877,27602,25263,29450,28585,28582,27018,25292,23871,23273,16641,16356
428,27862,29449,28877,27602,28458,29450,28585,28582,27018,25292,23871,23273,16641,16356
429,27862,29449,28878,27602,28461,29450,28587,28582,27018,25292,23871,23416,16641,16356
430,27862,29449,28878,27602,28607,29450,28586,28583,27017,25292,23727,23416,16641,16356
431,27718,29449,28878,28439,28753,29450,28586,28439,27017,25292,23727,23416,16641,16356
432,27718,29449,28879,28439,28755,29450,28731,28439,27016,25291,23727,23416,16642,16356
433,27718,29449,28879,28161,28901,29450,28731,28439,27016,25291,23584,23272,16642,16356
434,27718,29593,28879,28161,29048,29450,28732,28439,27016,25291,23584,23272,16642,16356
435,27718,29449,28880,28161,29050,29449,28732,28440,27016,25291,23584,23272,16642,16356
436,27718,29449,28880,28161,29196,29449,28876,28296,27016,25291,23584,23272,16498,16356
437,27718,29449,28881,28161,29343,29449,28876,28296,27159,25291,23584,23415,16498,16356
438,27718,29449,29167,28161,29490,25291,28876,28297,27159,25291,23584,23415,16498,16356
439,27718,29449,29167,28161,26294,25291,28015,28297,27159,25291,23584,23415,16498,16356
440,27718,29449,29167,28160,26294,25291,28160,28297,27158,25291,23584,23415,16498,16356
441,27718,29306,29167,28160,26438,25291,27586,28297,27158,25291,23584,23415,16498,16356
442,27718,29306,29167,28160,26439,25291,28593,28298,27158,25291,23584,23415,16498,16356
443,27718,29306,29167,27182,26583,25291,27470,28154,,25291,23584,23415,16498,16356
444,28299,29306,29167,27182,26870,25435,27323,15754,23106,25291,23584,23415,16498,16356
445,28880,29306,28333,27326,27014,25435,28155,15754,26449,25291,23584,23415,16498,16356
