,A07,A10,B25,B02,B22,A15,A08,A09,B05,B07,A02,A04,A14,A27,B17,B10,B14,B13,A03,B06
555,27309,28448,26577,16214,23847,,25860,23580,26859,28316,29019,27443,25997,27001,27421,27291,27768,19939,26009,
556,27309,28448,26576,16357,23847,,25860,23870,27002,28316,29019,27590,27908,27001,27421,27292,27768,19939,26153,
557,27309,28448,26576,16073,23847,,25860,24160,26857,27884,28876,27590,27908,27001,27422,27290,27768,19939,26153,
558,27309,28448,26431,16074,23847,,25860,26145,27576,27308,29015,27590,27908,27001,27423,27147,27768,19793,26153,
559,26303,28448,26431,16074,23847,,25714,,27576,27021,28876,27299,27764,27001,27423,27146,27768,19793,26153,
560,26158,28448,26287,16073,23847,,25714,,27576,27021,29164,27299,27908,27288,27424,27146,27768,19794,26153,
561,25869,28448,26287,16075,23847,,25714,,26857,26875,29164,27299,27910,26998,27425,27003,27768,19794,26152,
562,26155,28448,26287,16073,23847,,25858,,26857,26875,29164,27590,27765,26708,27425,27001,27623,19794,26152,
563,25866,28447,26142,16073,23847,,25858,,26857,26875,29164,27590,27765,26273,27426,26857,27622,19794,26152,
564,25577,28304,25998,16073,23847,,25858,,26857,26875,29164,27590,27765,25984,27139,26857,27621,19794,26152,
565,25288,28304,25998,16073,23847,,25713,,26714,26875,29164,27590,27619,25692,27427,26857,27621,19794,26151,
566,25718,28155,25998,15787,23847,,25713,,26569,26875,29164,27153,27619,25256,27572,26857,27620,19794,26151,
567,25285,28009,25853,15787,23847,,25713,,26569,26875,29015,27590,27910,24969,26709,26712,27619,19794,26151,
568,24996,27863,25853,15787,23847,,25856,,26569,26875,29015,27299,27619,25989,27573,26712,27619,19794,26151,
569,26288,27860,25708,15787,23847,,25712,,26569,26875,29015,27299,27619,25256,27430,26567,27619,19794,26150,
570,25998,27429,25708,15787,23847,,25711,,26569,26875,28148,27299,27619,27000,26567,26567,27028,19794,26295,
571,25707,26709,25563,15787,23847,,25567,,26569,26875,27137,27299,27619,25124,27575,26424,26288,19794,26295,
572,25559,27716,25563,15787,23847,,25567,,26569,26875,25981,27299,27619,27000,27144,26423,26288,19794,26295,
573,25267,27716,25563,15787,23847,,25422,,26569,26875,24824,27299,27619,27000,26569,26423,26288,19649,26294,
574,22677,27572,25563,15787,23847,,25421,,27001,26875,24969,27299,27619,26712,27720,26278,27175,19649,26294,
575,22102,27284,25563,15787,23847,,25277,,26569,26892,25114,27153,27609,26423,27432,26278,27910,19649,26294,
576,20807,26276,25419,15930,23847,,25276,,25275,26892,25258,27156,27596,26278,27143,26134,27910,19649,26294,
577,17785,27427,25413,15930,23847,,25131,,26569,26892,25547,27156,27720,25989,26855,26133,27333,19649,26293,
578,17210,27427,25272,15930,23266,,25131,,25275,26892,25548,27156,27146,25989,26566,26133,27332,19649,26293,
579,13037,27283,25413,15930,23413,,24987,,26569,26875,25836,27145,26427,25989,26278,25989,27332,19649,26293,
580,10735,27282,25415,15930,23847,,24842,,25994,26875,25981,25131,25853,25989,25989,25989,27767,19649,26293,
581,7137,27282,25415,15787,23266,,24842,,26424,26875,26125,27010,25277,25989,25701,25989,27767,19649,26292,
582,7137,27139,25415,15786,23266,,24697,,26425,26875,26270,27010,27621,25124,25268,25844,27623,19649,26437,
583,7137,27139,25130,15786,23266,,24696,,26424,26875,26414,27010,27621,24118,24980,25700,27622,19649,26437,
584,7137,27139,24980,15785,23266,,24696,,26425,26875,26559,27010,27328,25989,24546,25699,27478,19649,26437,
585,27280,27139,24985,15785,23266,,24552,,26425,26875,26704,27010,27034,24983,24259,25555,27477,19649,26436,
586,27280,26995,25127,15641,23266,,24551,,26425,26732,26848,27010,26739,26135,23969,25556,27332,19649,26436,
587,7137,26995,25127,15641,23266,,24406,,26425,26732,26992,27009,26298,25416,24256,25411,27332,19649,26436,
588,27280,26995,25127,15641,23266,,24406,,26425,26732,27137,27010,25856,26280,24687,25411,27331,19360,26436,
589,27280,26852,25127,15641,23266,,24261,,24842,26732,26274,26719,25856,25417,25118,25410,27331,19360,26435,
590,27280,26852,25127,15641,23266,,24116,,24842,26157,27426,27010,25856,26425,25549,25410,27332,19360,26435,
591,27280,26851,25127,15641,23121,,23971,,24842,26157,27570,26866,25856,25706,25980,25410,27332,19360,26435,
592,27280,26851,25127,15641,23266,,23971,,24842,26157,27571,26720,25856,26569,26411,25410,27332,19360,26435,
593,27280,26851,25128,15348,22687,,23826,,24842,26157,27715,26720,25856,26569,26842,25410,27332,19360,26434,
594,27280,26708,24985,15348,22687,,23681,,24842,26157,27860,26719,25272,26569,26699,25266,27332,19360,26579,
595,6705,26708,24840,15352,22687,,23681,,24842,26157,28004,24120,25856,26569,26699,25121,27333,19360,26579,
596,,26708,24839,15352,22687,,23536,,24842,26157,28148,26719,25857,26569,26554,25120,26901,19360,26579,
597,27132,26564,24694,15352,22687,,23391,,24842,25443,28148,26719,25720,25559,26554,24975,26756,19360,26578,
598,6705,26563,24549,15352,22687,,23246,,24842,27313,28148,26288,25871,25989,26410,24832,26756,19360,26578,
599,6705,26420,24549,15060,22687,,23246,,24842,27018,28148,26288,25733,25989,26266,24687,26898,19360,26578,
600,6705,26420,24404,15352,22687,,23101,,24842,26875,28148,26141,25738,26280,26266,24541,26898,19360,26578,
601,6705,26420,24404,15352,22687,,22956,,24842,27313,28148,26141,25742,26135,26122,24540,26754,19360,26577,
602,,26276,24404,15352,22687,,22956,,24842,26875,28148,26141,25891,25989,25978,24540,26755,19360,26577,
603,27282,26275,24404,15352,21817,,22810,,24842,26875,28148,,24157,25989,25978,24540,26899,19215,26577,
604,,25840,24404,15060,21817,,22665,,25992,26875,28148,23832,24144,24984,25834,24540,26755,19215,26577,
605,,26275,24404,15060,21817,,22520,,26141,26157,28005,24120,25425,26280,25690,24540,26900,19215,26576,
606,,26275,24259,15060,21817,,22520,,26141,26157,28005,24408,25133,25989,25690,24540,26756,19215,26720,
607,,26275,24259,15060,21817,,22231,,26141,26157,28005,24696,25133,25989,25402,24540,26901,19215,26720,
608,6705,26275,24259,14913,21817,,22086,,26141,26157,27429,24983,25133,26430,25402,24248,26901,19215,26720,
609,6705,26275,24116,15060,21817,,22086,,25998,26157,27429,25271,25133,26430,25258,24540,26901,19215,26720,
610,6560,25556,24116,14913,21817,,21940,,25853,26157,27429,25559,25133,26287,25113,24250,26901,19215,26720,
611,6416,25555,23973,14913,21674,,21795,,25852,26157,26709,25992,25133,26287,24969,23959,26901,19215,26720,
612,6416,25555,24118,14913,21819,,21649,,25708,26157,26709,25992,25133,26287,24969,23959,26324,19215,26720,
613,6416,25555,24118,14913,21676,,21506,,25564,21404,26709,25992,25282,26142,24825,23959,26324,19215,26719,
614,6416,25555,24118,14913,21676,,21363,,25418,18801,27716,25992,25282,26142,24681,23959,26324,19215,26719,
615,6416,25555,24118,14918,21676,,21220,,25418,25437,27716,25992,25282,25999,24537,23959,26179,19215,26719,
616,6416,25555,24118,14918,21676,,21077,,25274,25136,27572,25992,25282,25999,24393,23959,26757,19215,26863,
617,6416,25555,25561,14918,21676,,20934,,25129,24312,27572,25992,25282,25854,24393,23959,26758,19071,26862,
618,6416,,23683,14918,21676,,20790,,25128,26881,27572,25992,26612,25854,24249,23959,26614,18926,26862,
619,6416,,25561,14918,21676,,20647,,24983,25437,27428,25992,24699,25710,24105,23816,26469,18926,26862,
620,6416,,25273,14918,21676,,20794,,24410,26882,27284,25992,25316,25709,23816,23961,26470,18926,26862,
621,6416,,25128,14918,21676,,20651,,25418,25437,27284,25992,25992,25563,24536,24107,26469,18926,26861,
622,6416,,24983,14918,21676,,20508,,25130,26590,27284,25992,24408,25563,25400,24107,26325,18926,26861,
623,6416,,24839,14918,21096,,20365,,25130,25437,27140,26141,24408,25563,26265,24107,26324,18926,26861,
624,6270,,24551,14918,20079,,20365,,25130,26148,27139,26141,24408,25563,25557,24107,23816,18926,26861,
625,6270,,24406,14918,21096,,20222,,24985,25178,27720,26141,24408,25563,24849,24107,25439,18926,26860,
626,6270,,24118,14918,20225,,20079,,24985,24719,27720,26141,24408,25563,24849,24107,26324,18926,26860,
627,6270,,23973,14918,20953,,19936,,20668,23437,27720,26141,24408,25563,24849,24109,26324,18926,27005,
628,6269,,23684,14919,20953,,20082,,25421,25169,27720,26141,24408,25563,26003,24109,26035,18926,27005,
629,6269,,23540,14918,20953,,19939,,25421,24719,27720,26141,24408,25563,24849,24109,25745,18926,27004,
630,6269,,23395,14771,20953,,19796,,20668,24719,,26141,24408,25563,24849,24109,25745,18926,27004,
631,6269,,23107,14627,20953,,19797,,25130,24719,14629,19658,24408,25563,26003,24109,25745,18926,27004,
632,6269,,22962,14627,20953,,19654,,25130,24719,14629,25707,24408,25563,24849,24254,25745,18926,27004,
633,6269,,22962,14627,20953,,19511,,25130,24719,14629,25707,24408,25563,26003,24254,25745,18926,27003,
634,6410,,22962,14483,20953,17961,19367,,25130,24719,14629,25707,24408,25563,26003,24254,25745,18781,27003,
635,6266,,22962,14484,19791,17535,19513,,25130,24719,14629,25707,24408,25563,26003,24254,25745,18781,27003,
636,6410,,22962,14484,19937,17535,16229,,25130,24719,14629,25707,,25563,25132,24254,25745,18781,27003,
637,6410,,22962,14483,19937,17532,19513,,25130,26449,26991,25707,,25563,25132,24399,25601,18781,27146,
638,27000,,22962,14482,19793,17675,16229,,25130,24719,27137,25707,,25563,26003,24399,25601,18781,27146,
639,6410,,22964,14483,19649,17391,19513,,25130,24719,26851,25707,,25563,26003,24399,25602,18781,27146,
640,6410,,22964,14483,19503,17391,19513,,25130,24719,26854,25707,,25415,26003,24399,25458,18637,27146,
641,6410,,22964,14483,19359,17391,19513,,24546,24719,26854,25707,,25415,26003,24399,25603,18637,27145,
642,6410,,22964,14483,19215,17389,19513,,24839,24719,26854,25707,,25415,26003,24401,25603,18637,27145,
643,6410,,22091,14483,19069,17389,19513,,24839,24719,27137,25707,,25415,26003,24401,25603,18637,27145,
644,6266,,22091,14483,18925,17389,19513,,24696,24719,27137,25707,,25563,26003,24400,25603,18637,27145,
645,6123,,22091,14483,18781,17389,15655,,24696,24719,27137,25707,,25563,26003,24400,25459,18637,27288,
646,5979,,22091,14483,18635,17389,18652,,24696,23283,27137,25707,,25411,26003,24400,25459,18637,,
647,5836,,22676,14483,18491,17389,18652,,24696,24719,27137,25707,,25265,26003,24546,25459,18637,,
648,5837,,19658,14483,18492,17389,18652,,24696,24719,26854,25707,,25563,26003,24546,25459,18638,,
649,5837,,19658,14483,18492,17389,18652,,24696,25579,14336,25707,,25411,25747,24546,25459,18492,,
650,6266,,22676,14483,18637,17389,18652,,22105,25859,26854,25707,,25563,25747,24546,25459,18492,,
651,5837,,22676,14483,18638,17389,18652,,19513,25583,26854,25707,,25563,25745,24690,25459,18492,,
652,5837,,22533,14483,18638,17389,18652,,16806,25583,14336,25707,,25563,25745,25416,25459,18492,,
653,6124,,22533,14483,18784,17388,18652,,17525,25583,26854,25852,,25563,25744,25416,25605,18492,,
654,15012,,22533,14483,18784,17387,14938,,18101,25583,26854,25852,,25563,25744,25416,25169,18492,,
655,15011,,22388,14336,18784,17387,18652,,18820,25583,26854,25851,,25563,25742,25416,23134,18492,,
656,10583,,22097,14336,18930,17386,18652,,19397,25583,26854,25851,,25563,25742,25416,19641,18492,,
657,5837,,21807,14337,18930,17386,18652,,20116,25583,26854,25699,,25563,25741,25416,22268,18492,,
658,5693,,21516,14195,18930,17242,14938,,20692,25579,26854,25847,,25563,25741,25416,23724,18492,,
659,5549,,22388,14341,19075,17242,14938,,21268,25583,26854,25847,,25563,25739,25416,25761,18492,,
660,5405,,22388,,19075,17241,14938,,24118,25581,26854,25851,,25563,25739,25416,25172,18492,,
661,5406,,21225,,19075,17241,14938,,24118,25583,26854,26280,,25563,25738,25416,24737,18492,,
662,5406,,21518,,19075,17240,14938,,24118,25438,26854,14864,,25419,25738,25416,24737,18492,,
663,5837,,21518,,18787,17240,14938,,21664,25438,26854,25850,,25419,25737,25416,24737,18348,,
664,5837,,21518,,18642,17239,14938,,18920,25871,26854,26280,,25419,25737,25416,24737,18347,,
665,5406,,21518,,18352,17239,14938,,24120,25438,26854,26280,,25852,25735,25416,24593,18347,,
666,5837,,21518,,18062,17239,14938,,24120,25438,26854,26280,,25852,25735,25416,24593,18347,,
667,5837,,21518,,17773,17239,14938,,23968,25438,26854,26280,,25561,25734,25416,24593,18203,,
668,5263,,21518,,17628,17239,14938,,18920,25438,26854,26280,,25415,25734,24690,24593,18203,,
669,5262,,21518,,17193,17239,14938,,24120,25438,26854,26280,,25415,25733,25416,24884,18203,,
670,5118,,20211,,17193,17239,14938,,24120,25438,26845,22840,,25561,25733,25416,24593,18203,,
671,5118,,20211,,17193,17239,14938,,21252,25438,26698,26613,,25415,25732,24690,24449,18204,,
672,4974,,20211,,17193,17239,18652,,21252,25438,26854,27761,,25419,25732,25416,24449,18204,,
673,4974,,20211,,17193,17239,18652,,21252,25441,26854,29053,,25415,25730,25416,24740,18204,,
674,4974,,20794,,,17239,18652,,21252,25441,26854,26569,,25420,25730,25416,24450,18204,,
675,4974,,20211,,,17239,18652,,21252,25582,26854,26569,,25418,25729,28613,24450,18204,,
676,4974,,20211,,,17239,18652,,21252,25441,26854,26569,,25415,25729,28613,24450,18204,,
677,4974,,20211,,,17239,18652,,21252,25583,26854,26569,,25415,25728,28613,24450,18204,,
678,4974,,20211,,,17239,18652,,21252,25296,26854,26423,,25415,25728,28613,24450,18204,,
679,5406,,20796,,,17239,18652,,21250,25583,26844,26418,,25415,25728,28613,24450,18058,,
680,5263,,20796,,,17239,18652,,23689,25583,26853,26132,,25415,25727,28613,24450,18058,,
681,5406,,20651,,,17239,18652,,23689,25583,26851,25846,,25415,25727,28613,24596,18058,,
682,5406,,20651,,,17239,18652,,23689,25583,26853,25415,,25272,25726,28613,24306,18058,,
683,,,20942,,,17239,18652,,23689,25583,26853,25129,,25272,25726,25416,24306,18058,,
684,,,20651,,,17239,18652,,23689,25583,26853,24987,,25272,25725,25416,24306,18058,,
685,,,20651,,,17239,18652,,23689,25583,26851,25131,,25272,25725,25416,24306,18058,,
686,,,20942,,,17239,18652,,23689,25583,26851,25132,,25272,25723,25416,24306,17914,,
687,,,21380,,,17239,18652,,23689,25583,26851,25562,,25272,25723,25416,24306,17914,,
688,,,21380,,,17239,18652,,23689,25583,26851,25563,,25272,25722,25416,24306,17914,,
689,,,21380,,,17239,18652,,20815,25583,26851,25850,,25272,25722,25416,24306,17914,,
690,,,21380,23401,,17239,18652,,20815,25583,26851,25994,,25272,25721,25416,24306,17915,,
691,,,21380,23401,,17239,18652,,20815,25583,26851,26424,,25272,25721,25416,24306,17915,,
692,,,21380,23401,,17239,18652,,20815,25583,26851,26417,,25272,25864,25416,24306,17915,,
693,12555,,20071,,,17239,18652,,20815,25583,26851,26417,,25272,25720,25416,24306,17915,,
694,9559,,21380,,,17239,18652,,20815,25583,26851,26417,,25272,25719,25416,24306,17770,,
695,6699,,21380,13906,,17239,18652,,20815,25583,,26417,,25272,25719,25416,24306,17770,,
696,4974,,19491,13906,,17239,18652,,20815,25583,,26567,,25272,25862,25416,24306,17770,,
697,,,21380,13906,,17239,18652,,20815,25583,,26564,,25272,25718,25416,24162,17770,,
698,,,20071,13906,,17239,18652,,20670,25583,13888,26564,,25272,25717,25416,24162,17770,,
699,,,20217,13906,,17239,18652,,23111,25583,26851,26564,,25272,25717,25416,24162,17770,,
700,11692,,20364,13906,,17239,18652,,23111,25583,26851,26564,,25272,25860,25416,24162,17770,,
701,,,20510,13906,,17239,18652,,22968,25583,,26564,,25272,25716,25416,24162,17770,,
702,27282,,20801,13906,,17240,14938,,22968,25583,,26564,,25415,25715,25416,24162,17770,,
703,,,21092,13906,,17240,18652,,22821,25583,,26564,,25415,25715,25416,24162,17770,,
704,,,20656,13906,,17240,18652,,22968,25583,,26564,,25415,25858,24690,24162,17770,,
705,11403,,20220,13906,,17240,18652,,21657,25583,,26564,,25415,25714,25416,24162,17770,,
706,8977,,20365,13906,,17241,14511,,22968,25583,,26564,,25415,25714,25416,24162,17770,,
707,7689,,20365,13906,,17241,17797,,21819,25583,,21538,,25415,25714,24690,24162,17770,,
708,6115,,20365,13906,,17241,17511,,20815,25583,,26564,,25415,25977,24690,24162,17770,,
709,3968,,20365,13906,,17241,17797,,19809,25583,,26567,,25415,25977,25416,24162,17479,,
710,4247,,20365,13611,,17242,17797,,19809,25583,,21538,,25415,25977,28613,24162,17479,,
711,6678,,21092,13611,,17242,17797,,19235,25583,,26711,,25415,25833,25416,24162,17479,,
712,10254,,20365,13611,,17242,13941,,19235,25583,,26711,,25415,25833,28613,24162,17479,,
713,10254,,20365,13611,,17242,17797,,19092,25583,,26711,,25272,25689,25416,24162,18366,,
714,10254,,20220,13619,,17242,17797,,19092,25583,,26711,,25272,25689,28321,24162,18366,,
715,5683,,20365,13619,,17242,13941,,19092,25583,,26851,,25272,25689,27885,24162,18366,,
716,4248,,20365,13619,,17242,17797,,19092,25583,,26851,,25272,25689,27594,24162,18366,,
717,4248,,20220,13619,,17242,17797,,21809,25583,,26851,,25272,25689,24396,24162,18366,,
718,4105,,19494,13619,,17243,17797,,21371,25583,,,,25272,25545,24251,24162,17479,,
719,4106,,19494,13619,,17243,17797,,21373,25583,,21538,,25272,25545,27739,24162,17479,,
720,4107,,19783,13475,,17243,18511,,21371,25583,,23585,,25272,25545,25416,24162,17479,,
721,4107,,19928,13474,,17243,17797,,21371,25583,,21538,,25272,25401,24251,24162,17479,,
722,9388,,20071,13474,,17244,17797,,21371,25583,,23873,,25272,25401,24251,24162,18366,,
723,3960,,20360,13329,,17244,17797,,21373,25583,,24016,,25272,25401,27739,24162,17479,,
724,3816,,20505,13329,,17244,17797,,21373,25583,,24304,,25272,25401,25416,24162,17479,,
725,3816,,20504,13328,,17244,17797,,19230,25583,,24592,,25272,25401,25416,24162,18366,,
726,3816,,20794,13183,,17245,17797,,19230,25583,,24735,,25272,25257,25416,24162,17479,,
727,3672,,21082,13183,,17245,13941,,18801,25583,,25023,,25272,25257,28613,24162,18366,,
728,3672,,20942,13182,,17245,13942,,18801,25583,,25311,,25272,25113,25416,24162,18511,,
729,3672,,20800,13182,,17245,13942,,18801,25583,,25454,,25270,25113,25416,24162,18368,,
730,3529,,20804,13037,,17245,13942,,10577,25583,,25742,8384,25270,25113,25416,24162,18513,,
731,3529,,20806,13036,,17245,14228,,20377,25583,,26030,,25270,24969,25416,24162,18369,,
732,3529,,20811,13036,,17245,14228,,18085,25583,,26317,,25415,24969,25416,24162,18370,,
733,3529,,20813,13037,,17245,14228,,20377,25583,,26605,,25415,24969,25416,24162,18370,,
734,3385,,20671,13038,,17245,14228,,20377,25583,,27039,,25415,24969,25416,24162,18515,,
735,3385,,20674,13040,,17245,14514,,20557,25583,,27327,,25419,24824,25416,24162,18372,,
736,3384,,20821,13185,,17245,14514,,17797,25583,,27470,,,24828,25416,24162,18517,,
737,3384,,20821,13185,,17245,14514,,17797,25583,,27758,,,25120,25416,24162,18373,,
738,3384,,20821,13185,,17245,14515,,20360,25583,,28046,,,25124,25416,24162,18375,,
739,3385,,20821,13185,,17245,18513,,20360,25583,,28333,,,23977,25416,24162,17486,,
740,3241,,20821,13185,,17245,18513,,21670,25583,,28621,,,25563,25416,24162,18520,,
741,3241,,20821,13185,,17245,18513,,17797,23551,,28909,,,25563,25416,24162,17486,,
742,3241,,20821,13185,,17245,18513,,17797,23551,20225,29052,,,25563,28613,24162,,,
743,3241,,20091,13185,,17245,18513,,17939,25583,21811,29484,,,25563,25416,24162,,,
744,3097,,20821,13185,,17245,18513,,18652,23551,23398,29772,,,25563,25416,24162,,,
745,3097,,20821,13185,,17245,18513,,,23551,24985,30060,,,25563,28613,24162,,,
746,3097,,20236,13041,,17245,18513,,,23551,26284,30347,,,25563,25416,24162,,,
747,3096,,,13041,,17245,18513,,,23551,27582,27150,,,,25416,24162,,,
748,3096,,,13040,,17245,18513,,,23551,27582,27150,,,,25416,24018,,,
749,,,,,,17245,18513,,,23551,,27150,,,,,24018,,,
